ProductID,ProductName,Description,ManufacturerID,CategoryID,UnitPrice
195,Italian Sambuca,"A classic Italian anise-flavored liqueur, offering a sweet and aromatic flavor that?s perfect as a digestif or in coffee-based cocktails.",23,5,47.94
196,Artisan Camembert Cheese,"A soft, creamy cheese with a bloomy rind, offering a rich, buttery flavor that?s perfect for baking or enjoying on a cheese board.",3,1,42.11
197,Dark Chocolate Mint Squares,"Rich dark chocolate squares infused with refreshing mint, offering a cool and indulgent treat for chocolate lovers.",8,2,17.42
198,Premium Cinnamon Sticks,"Hand-rolled cinnamon sticks from Ceylon, offering a sweet and aromatic flavor perfect for baking, mulled drinks, and savory dishes.",13,3,10.11
199,Organic Hibiscus Flowers,"Dried organic hibiscus flowers, known for their vibrant color and tart, cranberry-like flavor, perfect for brewing refreshing herbal teas.",41,8,14.24
200,Handcrafted Penne,"Tube-shaped pasta with ridges, made with premium ingredients, offering a perfect texture for holding onto chunky sauces or baked dishes.",55,11,21.75
201,Truffle Honey,"A luxurious blend of wildflower honey and black truffle essence, offering a sweet and earthy flavor that pairs beautifully with cheeses and charcuterie.",35,7,90.51
202,Smoked Chipotle Powder,"Ground smoked jalape?o peppers, offering a deep, smoky heat that enhances marinades, rubs, and sauces.",10,3,8.77
203,Artisan Parmesan Cheese,"Aged for over 24 months, this hard cheese offers a sharp, nutty flavor and a granular texture, perfect for grating over pasta or salads.",5,1,40.53
204,Milk Chocolate Caramel Clusters,"A delightful combination of creamy milk chocolate and gooey caramel, offering a sweet and indulgent treat for any occasion.",8,2,9.68
205,Exotic Za'atar Spice,"A Middle Eastern blend of thyme, sesame seeds, and sumac, offering a tangy, nutty flavor perfect for seasoning breads, meats, and dips.",13,3,8.67
206,Organic Sencha Green Tea,"A premium Japanese green tea with a fresh, grassy flavor and a vibrant green color, offering a refreshing and antioxidant-rich brew.",38,8,9.19
207,Handmade Orecchiette,"Small, ear-shaped pasta made with traditional techniques, offering a perfect texture for holding onto chunky sauces or vegetable-based dishes.",55,11,18.26
208,Aged Red Wine Vinegar,"Aged in oak barrels, this red wine vinegar offers a robust, tangy flavor perfect for dressings, marinades, and deglazing.",62,12,19.45
209,Truffle Infused Honey,"A unique blend of golden honey and black truffle, offering a sweet and earthy flavor that enhances cheeses, meats, and desserts.",34,7,132.56
210,Organic Assam Tea,"A bold and malty black tea from the Assam region, offering a rich, full-bodied flavor perfect for breakfast or afternoon tea.",43,8,10.59
211,Handmade Fusilli,"Corkscrew-shaped pasta made with premium ingredients, offering a perfect texture for holding onto thick sauces or baked dishes.",55,11,14.25
212,Aged Modena Balsamic,"Aged for over 12 years, this balsamic vinegar from Modena offers a complex, sweet-tart flavor with a velvety finish, perfect for drizzling.",63,12,13.54
213,French Comt? Cheese,"Aged for over 12 months, this French cheese offers a nutty, slightly sweet flavor and a firm texture, perfect for cheese boards or cooking.",4,1,35.59
214,Organic Chamomile Flowers,"Gently dried organic chamomile flowers, known for their calming properties and delicate floral flavor. Perfect for a soothing cup of herbal tea.",43,8,6.36
215,Handmade Gnocchi,"Soft, pillowy gnocchi made with premium ingredients, offering a melt-in-your-mouth texture that pairs beautifully with rich sauces or light butter and sage.",60,11,19.7
216,Balsamic Glaze,"A thick, sweet, and tangy reduction of aged balsamic vinegar, ideal for drizzling over salads, roasted vegetables, or desserts like strawberries and ice cream.",65,12,24.97
217,French Fleur de Sel,"A rare and delicate sea salt harvested by hand from the surface of salt ponds, offering a subtle crunch and a clean, briny flavor perfect for finishing dishes.",12,3,4.69
218,Italian Limoncello,"A vibrant and zesty Italian liqueur made from the finest Amalfi Coast lemons, offering a refreshing citrus flavor that?s perfect as a digestif or cocktail base.",23,5,154.64
219,Artisan Feta Cheese,"Crafted using traditional methods, this creamy and tangy feta cheese is brined to perfection, making it a versatile addition to salads, pastries, and Mediterranean dishes.",4,1,15.34
220,Gourmet Caramel Sauce,"A rich and velvety caramel sauce made with pure cream and butter, perfect for drizzling over desserts, coffee, or ice cream for a decadent treat.",9,2,11.44
221,Exotic Curry Powder,"A fragrant blend of spices, including turmeric, cumin, and coriander, offering a warm and complex flavor that elevates curries, stews, and marinades.",13,3,14.09
222,Organic Earl Grey Tea,"A classic blend of organic black tea infused with natural bergamot oil, delivering a citrusy aroma and a refined, soothing flavor.",38,8,6.57
223,Handcrafted Ravioli,"Delicately stuffed pasta pockets filled with premium ingredients like ricotta and spinach, offering a gourmet dining experience with every bite.",61,11,17.73
224,White Truffle Butter,"A luxurious blend of creamy butter and the earthy aroma of white truffles, perfect for enhancing steaks, pastas, or simply spreading on warm bread.",34,7,37.25
225,Smoked Sea Salt,"Sea salt slow-smoked over wood fires, imparting a rich, smoky flavor that enhances grilled meats, vegetables, and even cocktails.",10,3,6.14
226,Artisan Cheddar Cheese,"Aged to perfection, this sharp and tangy cheddar cheese offers a bold flavor and crumbly texture, ideal for cheese boards or melting into dishes.",1,1,30.71
227,Milk Chocolate Hazelnut Spread,"A smooth and creamy blend of milk chocolate and roasted hazelnuts, perfect for spreading on toast, drizzling over desserts, or enjoying by the spoonful.",7,2,19.86
228,Sicilian Pistachios,"Premium pistachios from Sicily, known for their vibrant green color and rich, nutty flavor, perfect for snacking or adding to baked goods.",11,3,5.72
229,Organic Peppermint Tea,"Made from organic peppermint leaves, this refreshing and caffeine-free tea offers a cool, minty flavor that soothes the senses and aids digestion.",39,8,7.44
230,Handmade Tagliatelle,"Hand-cut ribbons of pasta made with the finest durum wheat, offering a perfect al dente texture that pairs beautifully with rich, hearty sauces.",55,11,22.67
231,Aged Sherry Vinegar,"Aged in oak barrels, this sherry vinegar boasts a complex, nutty flavor with a hint of sweetness, perfect for dressings, marinades, and deglazing.",62,12,15.15
232,French Grey Salt,"Harvested from the Atlantic coast, this mineral-rich grey salt offers a moist texture and a balanced flavor, ideal for seasoning and finishing dishes.",12,3,3.9
233,Italian Amaretto,"A sweet and nutty Italian liqueur made from almonds and apricot kernels, offering a rich flavor that?s perfect for sipping or adding to desserts and cocktails.",23,5,165.17
234,Artisan Brie Cheese,"A creamy and buttery brie with a soft, edible rind, offering a mild and luxurious flavor that?s perfect for cheese boards or baked dishes.",2,1,14.79
235,Dark Chocolate Orange Sticks,"A delightful combination of rich dark chocolate and zesty orange, creating a harmonious balance of flavors in every bite.",6,2,14.86
236,Rare Saffron Threads,"Handpicked saffron threads, known as the 'red gold,' offering a vibrant color and a unique, floral flavor that enhances rice dishes, stews, and desserts.",14,3,7.35
237,Organic Rooibos Tea,"A caffeine-free herbal tea made from organic rooibos leaves, offering a naturally sweet and earthy flavor with numerous health benefits.",39,8,13.85
238,Black Truffle Infused Olive Oil,"A luxurious blend of extra virgin olive oil infused with the rich, earthy aroma of black truffles. Perfect for elevating gourmet dishes, dressings, and dipping.",20,4,27.32
239,Saffron Gold Threads,"The world's most precious spice, handpicked for its vibrant color and exquisite flavor. Ideal for adding a touch of luxury to rice dishes, stews, and desserts.",14,3,3.28
240,Aged Balsamic Vinegar,"Aged to perfection, this balsamic vinegar offers a complex, sweet-tart flavor with a velvety finish. Perfect for drizzling over salads, cheeses, and desserts.",65,12,14.53
241,Artisan Goat Cheese Wheel,"Crafted with care, this creamy and tangy goat cheese wheel is a versatile addition to charcuterie boards, salads, and baked dishes.",2,1,31.44
242,Belgian Dark Chocolate Truffles,"Indulge in the rich, velvety texture of these handcrafted dark chocolate truffles, made with the finest Belgian cocoa for a decadent treat.",8,2,15.33
243,Wild Forest Honey,"Sourced from untouched forests, this raw honey boasts a unique, robust flavor profile, perfect for sweetening teas, desserts, or drizzling over cheeses.",14,3,14.04
244,Organic Darjeeling Tea Leaves,"Known as the 'Champagne of Teas,' these organic Darjeeling leaves offer a delicate, floral aroma and a refined taste, perfect for tea connoisseurs.",41,8,6.07
245,Italian Porcini Mushroom Risotto,"A gourmet risotto blend featuring earthy porcini mushrooms, offering a rich and savory dish that brings the flavors of Italy to your table.",56,11,25.78
246,French Lavender Salt,"A fragrant blend of sea salt and dried lavender flowers, adding a floral and savory twist to roasted meats, vegetables, and desserts.",12,3,12.43
247,Spanish Manchego Cheese,"Aged to perfection, this classic Spanish cheese is firm, nutty, and slightly tangy, making it a standout addition to any cheese platter.",3,1,35.09
248,Peruvian Pink Salt,"Harvested from ancient salt mines in the Andes, this mineral-rich pink salt adds a subtle flavor and a touch of elegance to any dish.",15,3,7.39
249,Vanilla Bean Pods,"Premium vanilla bean pods, bursting with aromatic seeds, perfect for infusing desserts, beverages, and sauces with a rich, natural vanilla flavor.",12,3,9.12
250,Handmade Linguine Pasta,"Crafted using traditional techniques, this linguine pasta offers a perfect al dente texture, ideal for pairing with seafood or light sauces.",55,11,14.26
251,White Alba Truffle Oil,"A rare and exquisite oil infused with the delicate aroma of white Alba truffles, perfect for enhancing risottos, pastas, and gourmet dishes.",36,7,145.64
252,Smoked Paprika,"Made from smoked red peppers, this paprika adds a deep, smoky flavor to meats, stews, and grilled vegetables.",10,3,7.89
253,Artisan Sourdough Bread Mix,"A premium mix for creating authentic sourdough bread, offering a tangy flavor and chewy texture that?s perfect for artisanal baking.",58,11,21.77
254,Luxury Beluga Caviar,"The epitome of indulgence, this Beluga caviar features large, delicate pearls with a buttery flavor, perfect for special occasions.",51,10,139.07
255,Organic Matcha Green Tea,"A finely ground, vibrant green tea powder packed with antioxidants, offering a smooth, earthy flavor and a calming energy boost.",42,8,13.73
256,Single Origin Ethiopian Coffee,"Sourced from Ethiopia?s highlands, this coffee boasts bright, fruity notes and a complex flavor profile, perfect for coffee enthusiasts.",47,9,16.29
257,Dried Morel Mushrooms,"Prized for their rich, nutty flavor, these dried morel mushrooms are a gourmet addition to sauces, soups, and risottos.",11,3,9.21
258,Himalayan Pink Salt,"Mined from ancient sea beds, this pink salt is rich in minerals and adds a subtle, balanced flavor to any dish.",14,3,3.26
259,Artisan Blue Cheese,"A bold and creamy blue cheese with distinctive veins of mold, offering a sharp, tangy flavor that pairs perfectly with wines and fruits.",5,1,12.66
260,Dark Chocolate Covered Almonds,"A delightful combination of crunchy almonds and rich dark chocolate, creating a perfect balance of sweetness and nuttiness.",9,2,12.22
261,Truffle Sea Salt,"A luxurious blend of sea salt and black truffle, adding an earthy, umami flavor to meats, fries, and popcorn.",37,7,72.32
262,Handmade Spaghetti,"Crafted with precision, this traditional spaghetti offers a perfect al dente texture, ideal for pairing with light olive oil-based sauces or classic tomato and basil.",56,11,15.59
263,Handmade Stringozzi,"A rustic, thick spaghetti-like pasta from Umbria, offering a hearty texture that pairs beautifully with rich meat sauces or truffle-infused dishes.",56,11,18.01
264,Handmade Ziti,"Tube-shaped pasta with a smooth surface, offering a versatile texture perfect for baked dishes, creamy sauces, or hearty rag?.",56,11,11.36
265,Handmade Rustiche,"A unique, irregularly shaped pasta with ridges, offering a perfect texture for holding onto thick, chunky sauces or vegetable-based dishes.",55,11,19.09
266,Handmade Pici,"Thick, hand-rolled pasta from Tuscany, offering a chewy, satisfying texture that pairs perfectly with garlic and breadcrumb sauces or rich meat rag?.",56,11,16.75
267,Handmade Mafalde,"Ribbon-shaped pasta with ruffled edges, offering a luxurious texture that pairs beautifully with creamy sauces, seafood, or light tomato-based sauces.",56,11,13.99
268,Handmade Maccheroni alla molinara,"A traditional, hand-cut pasta with a rustic texture, offering a perfect bite for hearty meat sauces, rag?, or vegetable-based dishes.",56,11,20.99
